Datetime,Screen Name,Name,text_clean,text_preprocessed,sentiment
2022-05-22 16:33:56+00:00,neoencity,Liia.,besok sudah kuliah offline lagi setelah  tahun online agak degan yaa,"['besok', 'kuliah', 'offline', 'online', 'degan', 'yaa']",negative
2022-05-22 16:24:10+00:00,littlegummie,dÄ“.,tapi dia gak balesâ€¦ kita emg suka saling lama bales gitu and im okay with it krn gue juga suka gitu tp lately kerasâ€¦,"['gak', 'bales', 'emg', 'suka', 'bales', 'gitu', 'and', 'im', 'okay', 'with', 'it', 'krn', 'gue', 'suka', 'gitu', 'tp', 'lately', 'keras']",negative
2022-05-22 16:19:51+00:00,flwr_pearl,Elsaì—˜ì‚¬,btw aku besok kuliah offline dekdekan bgtt setelah  thn ðŸ˜­ðŸ˜­,"['btw', 'besok', 'kuliah', 'offline', 'dekdekan', 'bgtt', 'thn', '']",negative
2022-05-22 16:19:39+00:00,iamkeen0o0,keen,kalo ada pengumuman kuliah offline ya ngekos,"['kalo', 'umum', 'kuliah', 'offline', 'ya', 'ngekos']",negative
2022-05-22 16:16:05+00:00,rainsnowflakes_,Nisaaa ðŸ€,kalo besok kuliah offline tuh apa yang bikin pusing yak milih outfit gue berasa ga punya baju anjir,"['kalo', 'besok', 'kuliah', 'offline', 'tuh', 'bikin', 'pusing', 'yak', 'milih', 'outfit', 'gue', 'asa', 'ga', 'baju', 'anjir']",negative
2022-05-22 16:13:32+00:00,Stammipiuvicino,TheOnlyDeà­§â¤âƒðŸ¤,plis udh nyaman sm kuliah online gamau offline,"['plis', 'udh', 'nyaman', 'sm', 'kuliah', 'online', 'gamau', 'offline']",negative
2022-05-22 15:59:29+00:00,hyunjeenzs,AyaaakðŸ£|Kinda IA,gue fix kuliah offline selasa hahshs tbl banget,"['gue', 'fix', 'kuliah', 'offline', 'selasa', 'hahshs', 'tbl', 'banget']",negative
2022-05-22 15:49:07+00:00,huaakiyowo,nyenye,rekomendasi kemeja dan outer untuk kuliah offline atau aktifitas seharihari   a thread,"['rekomendasi', 'kemeja', 'outer', 'kuliah', 'offline', 'aktifitas', 'seharihari', 'a', 'thread']",positive
2022-05-22 15:44:23+00:00,astrazenaka,JV,yallah besok udh mulai kuliah offline,"['yallah', 'besok', 'udh', 'kuliah', 'offline']",negative
2022-05-22 15:41:45+00:00,0HS3HUNA,â™¡ ð“ð“µð“µð“ªð“¿ð“²ð“®ð”€ â™¡ || kinda ia,iyaiyaa gampang itu insyaallah tapi ga janji soalnya takut sibuk tuh akhir tahun mana kuliah udh offline,"['iyaiyaa', 'gampang', 'insyaallah', 'ga', 'janji', 'takut', 'sibuk', 'tuh', 'kuliah', 'udh', 'offline']",negative
2022-05-22 15:41:33+00:00,untidarfess,UNTIDAR MENFESS,tidars kalo kuliah udah offline pakaiannya harus berkerah kah,"['tidars', 'kalo', 'kuliah', 'udah', 'offline', 'pakai', 'kerah', 'kah']",positive
2022-05-22 15:37:52+00:00,ukhti_kafe,Fatin Nur Annisa,tenan ki wes lekas kuliah offline gek jam  men yoan ðŸ¥²,"['tenan', 'ki', 'wes', 'lekas', 'kuliah', 'offline', 'gek', 'jam', 'men', 'yoan', '']",positive
2022-05-22 15:34:10+00:00,yeasuragi,el,heem ini kayik aku udah jarang on rp sih udah kuliah offline keburu capek duluan,"['heem', 'kayik', 'udah', 'jarang', 'on', 'rp', 'sih', 'udah', 'kuliah', 'offline', 'keburu', 'capek', 'duluan']",negative
2022-05-22 15:32:54+00:00,luckyyyoneeeee,skyyyyyyyyyyy,krn tidur adl balas dendam terbaik utk mhs smt  yang hampir ko menghadapi kerasnya kuliah  praktikum offline,"['krn', 'tidur', 'adl', 'balas', 'dendam', 'baik', 'utk', 'mhs', 'smt', 'ko', 'hadap', 'keras', 'kuliah', 'praktikum', 'offline']",negative
2022-05-22 15:26:10+00:00,zheyaraaa,raraa,mau kuliah offline malah breakout â˜ºï¸ðŸ’”,"['kuliah', 'offline', 'breakout', '']",negative
2022-05-22 15:25:00+00:00,sweetcatnearyou,Sweetcat ðŸ± || Avail Bandung,bobo dulu yah bestie ðŸ± besok kuliah offline huff         jadwaâ€¦,"['bobo', 'yah', 'bestie', '', 'besok', 'kuliah', 'offline', 'huff', 'jadwa']",negative
2022-05-22 15:22:36+00:00,Mezart,Ù‹jade,i  love  you  too  adam  ðŸ«¶ðŸ»ðŸ¥° aku  lagi  sibuk  kuliah  offline  terus  banyak  tugas  huhu  kaget  kanâ€¦,"['i', 'love', 'you', 'too', 'adam', '', 'sibuk', 'kuliah', 'offline', 'tugas', 'huhu', 'kaget', 'kan']",negative
2022-05-22 15:11:03+00:00,nekoboiyy,Nekopoi,besok kuliah offline ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ¤ ðŸ¤ ðŸ¤ ,"['besok', 'kuliah', 'offline', '']",negative
2022-05-22 15:07:43+00:00,aasagirlfriend,chocooooooice,âœ¨ rekomendasi totebag on shopeeâœ¨ totebag canvas gini cocok banget nii buat yang mulai masuk sekolahkuliah offline cielaâ€¦,"['', 'rekomendasi', 'totebag', 'on', 'shopee', 'totebag', 'canvas', 'gin', 'cocok', 'banget', 'nii', 'masuk', 'sekolahkuliah', 'offline', 'ciela']",positive
2022-05-22 15:02:06+00:00,asterotaro,kehidupan | o,hai bntar lagi ak muk offline kuliah,"['hai', 'bntar', 'ak', 'muk', 'offline', 'kuliah']",positive
2022-05-22 14:59:31+00:00,christinaaa7_,tinaaa,kayanya minggu ini bakal jadi minggu terakhir masa pandemi karena minggu depan semuanya udah hampir normal udahâ€¦,"['kaya', 'minggu', 'minggu', 'pandemi', 'minggu', 'udah', 'normal', 'udah']",positive
2022-05-22 14:54:51+00:00,DraftUINJKT,UIN Jakarta Fess | autobase UIN Jakarta,uwin   kuliah online besok sinyal bagus ga ya kuliah offline besok pake baju apa ya,"['uwin', 'kuliah', 'online', 'besok', 'sinyal', 'bagus', 'ga', 'ya', 'kuliah', 'offline', 'besok', 'pake', 'baju', 'ya']",positive
2022-05-22 14:53:44+00:00,DraftUINJKT,UIN Jakarta Fess | autobase UIN Jakarta,kuliah online besok signal bagus ga ya kuliah offline besok pake baju apa ya  uwin,"['kuliah', 'online', 'besok', 'signal', 'bagus', 'ga', 'ya', 'kuliah', 'offline', 'besok', 'pake', 'baju', 'ya', 'uwin']",positive
2022-05-22 14:46:45+00:00,johndoinlove,ShÂ¡raðŸŒ ðŸ”¥ðŸ”¥,takutnya karena efek baru offline setelah  tahun kak kuliah jadi berat panik materi dll wkwk ga tâ€¦,"['takut', 'efek', 'offline', 'kak', 'kuliah', 'berat', 'panik', 'materi', 'dll', 'wkwk', 'ga', 't']",negative
2022-05-22 14:45:06+00:00,collegemenfess,COLLE FORGER,cm setelah kuliah di rumah mulu selama krg lebih thn akhirnya mingdep sender mau sidang skripsweet offline euyâ€¦,"['cm', 'kuliah', 'rumah', 'mulu', 'krg', 'thn', 'mingdep', 'sender', 'sidang', 'skripsweet', 'offline', 'euy']",negative
2022-05-22 14:44:19+00:00,babyvaneyy,ney,hueheheh thanks to my momi ktnya biar semangat ngerjain ta sm buat kuliah offline ðŸ’—ðŸ’œ,"['hueheheh', 'thanks', 'to', 'my', 'momi', 'ktnya', 'biar', 'semangat', 'ngerjain', 'ta', 'sm', 'kuliah', 'offline', '']",positive
2022-05-22 14:41:16+00:00,xnbrown,dl,duh tkut kuliah offline ðŸ« ,"['duh', 'tkut', 'kuliah', 'offline', '']",negative
2022-05-22 14:40:42+00:00,bblesad,antagonis,apa dach cape bgt kuliah kurang  pertemuan aja ko pake offline si,"['dach', 'cape', 'bgt', 'kuliah', 'temu', 'aja', 'ko', 'pake', 'offline', 'si']",negative
2022-05-22 14:34:22+00:00,tzufaa,Sasaaâœ¨,ga semangat bangetttðŸ˜­ðŸ˜­ mana besok kuliah full offline dari pagi sampe malemðŸ˜­,"['ga', 'semangat', 'bangettt', 'besok', 'kuliah', 'full', 'offline', 'pagi', 'sampe', 'malem']",negative
2022-05-22 14:31:46+00:00,dazedwitches,ivy turner FSRD ITB 2022,abis utbk healing oh tidak saya kuliah offlineðŸ¤¡ðŸ¤¡,"['abis', 'utbk', 'healing', 'oh', 'kuliah', 'offline']",negative
2022-05-22 14:29:12+00:00,5sec0ndn,Geezar,besok ga mau kuliah offline aja apa ya,"['besok', 'ga', 'kuliah', 'offline', 'aja', 'ya']",negative
2022-05-22 14:25:32+00:00,isfunnyyyy,á´˜á´€É´ÉªÉª | á´„á´‡á´‹ á´˜ÉªÉ´É´á´‡á´…,âœ¨inspirasi outfit kuliah offlineâœ¨ atasan  celana  totebag,"['inspirasi', 'outfit', 'kuliah', 'offline', 'atas', 'celana', 'totebag']",positive
2022-05-22 14:24:30+00:00,hanieffh_,Hanief Haq,zeejkt  dah kuliah offline,"['zeejkt', 'dah', 'kuliah', 'offline']",negative
2022-05-22 14:24:25+00:00,MahasiswaUMS,UMSfess,umsfess aku mau kesolo karna udah offline kuliah nya tapi jadi sedih banget ninggalin ibu sendirian dirumahh takuâ€¦,"['umsfess', 'solo', 'karna', 'udah', 'offline', 'kuliah', 'nya', 'sedih', 'banget', 'ninggalin', 'dirumahh', 'taku']",negative
2022-05-22 14:23:14+00:00,mnbvcx2380,Choi Niyoung,dulu kalo ga salah pas smt  kuliah sempet di dm sama salon kecantikan gitu buat jadi model mua nya tapi garagaraâ€¦,"['kalo', 'ga', 'salah', 'pas', 'smt', 'kuliah', 'sempet', 'dm', 'salon', 'cantik', 'gitu', 'model', 'mua', 'nya', 'garagara']",
2022-05-22 14:19:44+00:00,fvbbae,bintang,baru seminggu kuliah offline dah potong rambut,"['minggu', 'kuliah', 'offline', 'dah', 'potong', 'rambut']",negative
2022-05-22 14:18:00+00:00,zaynlismm,Ve,km  jam ga sih itu nderðŸ˜­ mending ngekos aja saranku kuliah offline bikin cape bgt loh takâ€¦,"['km', 'jam', 'ga', 'sih', 'nder', 'mending', 'ngekos', 'aja', 'saran', 'kuliah', 'offline', 'bikin', 'cape', 'bgt', 'loh', 'tak']",negative
2022-05-22 14:15:48+00:00,bslsidqi,Support System,dapet undangan acara besok tapi bentrok ada kuliah offline pilih mana ya ðŸ˜ª,"['dapet', 'undang', 'acara', 'besok', 'bentrok', 'kuliah', 'offline', 'pilih', 'ya', '']",negative
2022-05-22 14:12:44+00:00,collegemenfess,COLLE FORGER,cm pagi tadi sender demam dan skrng panasnya udah turun tinggal pusing doang bsok kuliah offline pagi jam anâ€¦,"['cm', 'pagi', 'sender', 'demam', 'skrng', 'panas', 'udah', 'turun', 'tinggal', 'pusing', 'doang', 'bsok', 'kuliah', 'offline', 'pagi', 'jam', 'an']",negative
2022-05-22 14:12:05+00:00,frstt_,ï¸Ž ï¸Ž ï¸Ž,yah besok senin males bgt kuliah offlineðŸ˜”,"['yah', 'besok', 'senin', 'males', 'bgt', 'kuliah', 'offline']",negative
2022-05-22 14:11:37+00:00,nanxxyyzz,anan âœ¿,dosen dosen gue kenapa si kalo ngasih tau kuliah offline apa online nya selalu mendadak ðŸ˜”ðŸ˜”ðŸ˜”,"['dosen', 'dosen', 'gue', 'si', 'kalo', 'ngasih', 'tau', 'kuliah', 'offline', 'online', 'nya', 'dadak', '']",negative
2022-05-22 14:10:51+00:00,alwaysovert,overthinkingî¨€,sejauh ini belum nemu soalnya gw kuliah offline cuma dua bulanðŸ˜­sekarang dah online lagi,"['nemu', 'gw', 'kuliah', 'offline', 'bulan sekarang', 'dah', 'online']",negative
2022-05-22 14:10:19+00:00,Askrlfess,Askrlfess,askrl aku mau kesolo karna udah offline kuliah nya tapi jadi sedih banget ninggalin ibu sendirian dirumahh takutâ€¦,"['askrl', 'solo', 'karna', 'udah', 'offline', 'kuliah', 'nya', 'sedih', 'banget', 'ninggalin', 'dirumahh', 'takut']",negative
2022-05-22 14:07:39+00:00,asmeramera,Hera,sekolah ya semangat kiki wkwkwk udah gak ada cororong aku aja dah dari seminggu yang lalu udah mulai full kuliah offline,"['sekolah', 'ya', 'semangat', 'kiki', 'wkwkwk', 'udah', 'gak', 'cororong', 'aja', 'dah', 'minggu', 'udah', 'full', 'kuliah', 'offline']",negative
2022-05-22 14:06:48+00:00,UNSfess_,baca rules di bio! | UNS MENFESS,fess semester depan kuliah online atau offline,"['fess', 'semester', 'kuliah', 'online', 'offline']",positive
2022-05-22 14:01:05+00:00,thenartms,J,aku dulu pas magang jadwal kuliah mengikuti magang sih jadi kuliah dan magang dua duanya offline gâ€¦,"['pas', 'magang', 'jadwal', 'kuliah', 'ikut', 'magang', 'sih', 'kuliah', 'magang', 'dua', 'offline', 'g']",positive
2022-05-22 13:59:37+00:00,hwoochiz,ann à°‡â—â€¿â—œà°‡,baru inget kalo kuliah offline brrti aku mesti beli kuota huft duit gueeeee,"['inget', 'kalo', 'kuliah', 'offline', 'brrti', 'mesti', 'beli', 'kuota', 'huft', 'duit', 'gueeeee']",negative
2022-05-22 13:59:05+00:00,collegemenfess,COLLE FORGER,cm kakak yg pernah magang bisa g sih magang di kantor sambil kuliah offline atau harus ambil pas libur trs kalâ€¦,"['cm', 'kakak', 'yg', 'magang', 'g', 'sih', 'magang', 'kantor', 'kuliah', 'offline', 'ambil', 'pas', 'libur', 'trs', 'kal']",positive
2022-05-22 13:54:30+00:00,schcampus,COLLEGE / KAMPUS BASE,campus kalian kalau jadi sender pilih yang mana kebetulan sender kuliah cuma  hari selasa amp kamis tapi offlineâ€¦,"['campus', 'sender', 'pilih', 'sender', 'kuliah', 'selasa', 'amp', 'kamis', 'offline']",negative
2022-05-22 13:52:08+00:00,collegemenfess,COLLE FORGER,cm kalian kalau jadi sender pilih yang mana kebetulan sender kuliah cuma  hari selasa amp kamis tapi offline belâ€¦,"['cm', 'sender', 'pilih', 'sender', 'kuliah', 'selasa', 'amp', 'kamis', 'offline', 'bel']",negative
2022-05-22 13:42:18+00:00,jeruknaga,separate ways.,tenaga ekstra menuju ke kampus naik turun tangga ke kelas dan tentu saja urusan  makan siang semester  akan berâ€¦,"['tenaga', 'ekstra', 'kampus', 'turun', 'tangga', 'kelas', 'urus', 'makan', 'siang', 'semester', 'ber']",negative
2022-05-22 13:42:17+00:00,jeruknaga,separate ways.,kuliah offline dilaksanakan besok setelah  tahun lebih perkuliahan daring aktivitas kembali normal pergi ke kampâ€¦,"['kuliah', 'offline', 'laksana', 'besok', 'kuliah', 'daring', 'aktivitas', 'normal', 'pergi', 'kamp']",positive
2022-05-22 13:41:49+00:00,piznotfish,ãƒãƒ•ã‚£ãƒ„ âœŒï¸,besok kuliah offline ðŸ’€,"['besok', 'kuliah', 'offline', '']",negative
2022-05-22 13:41:28+00:00,piznotfish,ãƒãƒ•ã‚£ãƒ„ âœŒï¸,all good yup besok senin udh masuk kuliah offline,"['all', 'good', 'yup', 'besok', 'senin', 'udh', 'masuk', 'kuliah', 'offline']",positive
2022-05-22 13:35:52+00:00,memipetal,max,yes besok gajadi kuliah offline ðŸ˜©ðŸ˜©ðŸ˜©,"['yes', 'besok', 'gajadi', 'kuliah', 'offline', '']",negative
2022-05-22 13:29:25+00:00,namtjoon,âœ§ï¾Ÿadiva,jumat kemaren akhirnya ngerasain kuliah offline lagi setelah libur lebaranðŸ«¶ðŸ»ðŸ«¶ðŸ»,"['jumat', 'kemaren', 'ngerasain', 'kuliah', 'offline', 'libur', 'lebaran']",positive
2022-05-22 13:29:06+00:00,lovesnaje,ðŸ«¶ðŸ»,terus yh gue pas bgt tu  putus yh makin sepi aja hidup w kan yh tp w semenjak itu kenal kpop gt jd ga sepi seâ€¦,"['yh', 'gue', 'pas', 'bgt', 'tu', 'putus', 'yh', 'sepi', 'aja', 'hidup', 'w', 'yh', 'tp', 'w', 'semenjak', 'kenal', 'kpop', 'gt', 'jd', 'ga', 'sepi', 'se']",negative
2022-05-22 13:22:04+00:00,cloudyfura,zar.,kuliah offline dari pagi sampe sore ðŸ˜­,"['kuliah', 'offline', 'pagi', 'sampe', 'sore', '']",negative
2022-05-22 13:21:42+00:00,yippeesmiless,Indry_,kuliah full online pas ujian offline mbokyaaaa ketar ketir awakkuðŸ˜­,"['kuliah', 'full', 'online', 'pas', 'uji', 'offline', 'mbokyaaaa', 'ketar', 'tir', 'awak']",negative
2022-05-22 13:18:08+00:00,NShofi_,(OFDM)Posisi menentukan prestasi,christyjkt yeay ga jadi offline nya pas kuliah ya kityðŸ˜ðŸ˜,"['christyjkt', 'yeay', 'ga', 'offline', 'nya', 'pas', 'kuliah', 'ya', 'kity']",negative
2022-05-22 13:14:17+00:00,collegemenfess,COLLE FORGER,cm selamat menyiapkan perlengkapan kuliah dan mental buat yang besok mulai offline ðŸ«‚ðŸ«¶,"['cm', 'selamat', 'lengkap', 'kuliah', 'mental', 'besok', 'offline', '']",negative
2022-05-22 13:09:56+00:00,ayyyyyyyyy_,Wanitamu,sedang membayangkan aku masih ada matkul terus tibatiba kuliah offlineðŸ˜­ðŸ¥º,"['bayang', 'matkul', 'tibatiba', 'kuliah', 'offline']",negative
2022-05-22 13:07:33+00:00,ppvnrvt,mika,kalau ada kuliah offline buat vlog dari bangun tidur sampe kegiatan di kampus yg singkat ajh kalaâ€¦,"['kuliah', 'offline', 'vlog', 'bangun', 'tidur', 'sampe', 'giat', 'kampus', 'yg', 'singkat', 'ajh', 'kala']",positive
2022-05-22 13:00:05+00:00,OOTDFESS,BASE OOTD,guyss saran ootd buat kuliah dong udh mulai offline lagi,"['guyss', 'saran', 'ootd', 'kuliah', 'udh', 'offline']",positive
2022-05-22 12:56:24+00:00,UNSfess_,baca rules di bio! | UNS MENFESS,fess kalau kuliah offline pakai ini boleh ga ya kira kira,"['fess', 'kuliah', 'offline', 'pakai', 'ga', 'ya']",positive
2022-05-22 12:55:48+00:00,ddeonumifasol,HandsomeìŠ¤íƒ€ê¹€ì„ ìš°,males bngt besok kuliah offline ðŸ˜­ðŸ˜­ðŸ˜­,"['males', 'bngt', 'besok', 'kuliah', 'offline', '']",negative
2022-05-22 12:53:49+00:00,uyeawsxxx,R4has14 Neg4r4,yang kuliah online tapi uas offline cung kontlo dong,"['kuliah', 'online', 'uas', 'offline', 'cung', 'kontlo']",negative
2022-05-22 12:49:16+00:00,jnoyous_,ayii | fb juseyo - nctzen lets be mootsâ™¡,ni bsk kuliah offline mata gua bengep bangetðŸ˜­ðŸ˜­,"['ni', 'bsk', 'kuliah', 'offline', 'mata', 'gua', 'bengep', 'banget']",negative
2022-05-22 12:47:41+00:00,yasudahlahyun,yðŸ¤,degdegan besok pertama kali aku kuliah offline,"['degdegan', 'besok', 'kali', 'kuliah', 'offline']",positive
2022-05-22 12:46:57+00:00,purplefortaetae,ðŸŽ¡ slow // angel ðŸŽ ,keknya gw klo kuliah offline bakal kurus naek turun tj dan halte b mikirin tugas avv g sbar ðŸ¥°ðŸ« ,"['kek', 'gw', 'klo', 'kuliah', 'offline', 'kurus', 'naek', 'turun', 'tj', 'halte', 'b', 'mikirin', 'tugas', 'avv', 'g', 'sbar', '']",positive
2022-05-22 12:44:09+00:00,Nfwwwww,OMNIVORA,semenjak pandemi emg ndak terase karne kuliah offline jd dirumah aje pengeluaran ndak sebanyak skrg yg mesti sendirian dan mandiri,"['semenjak', 'pandemi', 'emg', 'ndak', 'rase', 'karne', 'kuliah', 'offline', 'jd', 'rumah', 'aje', 'keluar', 'ndak', 'skrg', 'yg', 'mesti', 'mandiri']",negative
2022-05-22 12:43:27+00:00,Geraldio15,Geraldio,hii lama ga muncul hehe   maap ya jarang bikin cerita lagi soalnya kuliah mulai offline jadi makin hectic â€¦,"['hii', 'ga', 'muncul', 'hehe', 'maap', 'ya', 'jarang', 'bikin', 'cerita', 'kuliah', 'offline', 'hectic', '']",negative
2022-05-22 12:36:40+00:00,thisisincesscek,InsyaAllah CALON CEO,takut banget kuliah offlineðŸ˜­,"['takut', 'banget', 'kuliah', 'offline']",negative
2022-05-22 12:34:27+00:00,alpukedyahud,alpukedkocok,engga kebayang sih kalo ambil kuliah offline terus sambil kerja sepertinya tidak ada waktu buat istirahat yg cukupðŸ˜Œ,"['engga', 'bayang', 'sih', 'kalo', 'ambil', 'kuliah', 'offline', 'kerja', 'istirahat', 'yg', 'cukup']",negative
2022-05-22 12:32:23+00:00,sterahlu,ess,agak takut menjelang semester depan bakal offline karena kampus jauh dan rumah jauh plus tempat kerja tuh lebih dekâ€¦,"['takut', 'jelang', 'semester', 'offline', 'kampus', 'rumah', 'plus', 'kerja', 'tuh', 'dek']",negative
2022-05-22 12:29:10+00:00,_gudboi,i am not a,kemarin pas online mulu bilangnya kalo kuliah nggak offline nggak berasa vibes kuliahnya sekarangâ€¦,"['kemarin', 'pas', 'online', 'mulu', 'bilang', 'kalo', 'kuliah', 'nggak', 'offline', 'nggak', 'asa', 'vibes', 'kuliah', 'sekarang']",negative
2022-05-22 12:25:31+00:00,gapyearfess,gapyearfess!,gapyear aku ngerasa sedih liat story ig temenku yang udah mulai kuliah offline berharap banget tahun ini bisa kuliah kaya mereka,"['gapyear', 'ngerasa', 'sedih', 'liat', 'story', 'ig', 'temenku', 'udah', 'kuliah', 'offline', 'harap', 'banget', 'kuliah', 'kaya']",negative
2022-05-22 12:17:40+00:00,UINSA_FESS,UINSA FESS,yang di uinsa udah mulai kuliah offline dan kerjaannya juga harus offline semangat we know its hard but we can do it come on lads,"['uinsa', 'udah', 'kuliah', 'offline', 'kerja', 'offline', 'semangat', 'we', 'know', 'its', 'hard', 'but', 'we', 'can', 'do', 'it', 'come', 'on', 'lads']",positive
2022-05-22 12:13:31+00:00,rawwzerr,ranniel feel so blue rn,ueueueue mindep gue sendirian di rumah kakak gue dah mulai kuliah offline â˜¹ï¸â˜¹ï¸,"['ueueueue', 'mindep', 'gue', 'rumah', 'kakak', 'gue', 'dah', 'kuliah', 'offline', '']",negative
2022-05-22 12:12:38+00:00,BABIMBOBBB,Anak Jagoan,semester depan udah kuliah offline kudu ngumpulin kemeja nih secara unj teh sok teu meunang make kaos tuh,"['semester', 'udah', 'kuliah', 'offline', 'kudu', 'ngumpulin', 'kemeja', 'nih', 'unj', 'teh', 'sok', 'teu', 'meunang', 'make', 'kaos', 'tuh']",positive
2022-05-22 12:08:12+00:00,honghohwa03_,Araaaà­§â¤âƒðŸ¥Šâ³,huwaa jauhh aku juli blm liburan kuliah    cf km dtg gk nanti udh offline kan katanya,"['huwaa', 'jauhh', 'juli', 'blm', 'libur', 'kuliah', 'cf', 'km', 'dtg', 'gk', 'udh', 'offline']",negative
2022-05-22 11:59:22+00:00,Phudmixxk,hematala,saya tidak karena saya di rumah bisa nyaman kerja sambil kuliah offline harus mengatur waktu lagiâ€¦,"['rumah', 'nyaman', 'kerja', 'kuliah', 'offline', 'atur', 'lagi']",negative
2022-05-22 11:56:02+00:00,zonnebi,biti,kalau bisa yg online biar kalo tb tb harus kuliah offline ga bingunggg,"['yg', 'online', 'biar', 'kalo', 'tb', 'tb', 'kuliah', 'offline', 'ga', 'bingunggg']",positive
2022-05-22 11:54:42+00:00,drnkdzd,ÙŽ,damn sender gue juga kangen fafifu wasweswos tapi jujur kuliah offline nih engap bgt kek its fun but suffocating tâ€¦,"['damn', 'sender', 'gue', 'kangen', 'fafifu', 'wasweswos', 'jujur', 'kuliah', 'offline', 'nih', 'engap', 'bgt', 'kek', 'its', 'fun', 'but', 'suffocating', 't']",negative
2022-05-22 11:53:11+00:00,majutakgentir,dedi makszer,sama at least pas kuliah offline begini sih tapi pas online beuh kesepian bgt sumpah hingga gue mengenal âœ¨vcsâœ¨,"['at', 'least', 'pas', 'kuliah', 'offline', 'sih', 'pas', 'online', 'beuh', 'sepi', 'bgt', 'sumpah', 'gue', 'kenal', 'vcs']",negative
2022-05-22 11:51:54+00:00,grilledomelette,dand,excited bgt yg mo kuliah offline wkwk,"['excited', 'bgt', 'yg', 'mo', 'kuliah', 'offline', 'wkwk']",positive
2022-05-22 11:48:31+00:00,happywtme,Jualan Salsaaa,besok kuliah offline lagi,"['besok', 'kuliah', 'offline']",negative
2022-05-22 11:46:13+00:00,seastarsya_,Sa!,kalo gini caranya ga kuliah online ga kuliah offline sama saja,"['kalo', 'gin', 'ga', 'kuliah', 'online', 'ga', 'kuliah', 'offline']",negative
2022-05-22 11:40:31+00:00,bunnymyeonstudy,Mita,ayah idaman para degem tiati ayah kalo kuliah offline xixixixixiðŸ¥¶ðŸ¥¶,"['ayah', 'idam', 'degem', 'tiati', 'ayah', 'kalo', 'kuliah', 'offline', 'xixixixixi']",positive
2022-05-22 11:40:11+00:00,moonchildxvz,zaza,baru kuliah offline seminggu jiwa mager ku merontaronta,"['kuliah', 'offline', 'minggu', 'jiwa', 'mager', 'ku', 'merontaronta']",negative
2022-05-22 11:39:42+00:00,irnapcybbh,irna,hahaha kaka udah tau zaman kuliah gaenak uts offline mending online ygy malðŸ˜‚,"['hahaha', 'kaka', 'udah', 'tau', 'zaman', 'kuliah', 'gaenak', 'uts', 'offline', 'mending', 'online', 'ygy', 'mal']",negative
2022-05-22 11:36:57+00:00,oxanapavla,keyzia,semua kampus udah kuliah offline  ini udah gada kesempatan balikan sihðŸ¥¹,"['kampus', 'udah', 'kuliah', 'offline', 'udah', 'gada', 'sempat', 'balik', 'sih']",negative
2022-05-22 11:36:54+00:00,finfinski,fins,gak kuliah offline  tahun trs mulai bsk dh offline tuh lgsg bingung pake baju apeye tetiba kek gpnya baju anjrit,"['gak', 'kuliah', 'offline', 'trs', 'bsk', 'dh', 'offline', 'tuh', 'lgsg', 'bingung', 'pake', 'baju', 'apeye', 'tetiba', 'kek', 'gpnya', 'baju', 'anjrit']",negative
2022-05-22 11:32:45+00:00,coponmon,Alwin Ponco,kuliah offline perdana,"['kuliah', 'offline', 'perdana']",negative
2022-05-22 11:31:40+00:00,xxsunny___,nica! fb sayankâ¤,siapa yang sekolahkuliah nya udah offline cungâ˜,"['sekolahkuliah', 'nya', 'udah', 'offline', 'cung']",positive
2022-05-22 11:31:05+00:00,ParkkSeonghwa,Ria ðŸ¥Š,aku dah mau kuliah offline omaigatt,"['dah', 'kuliah', 'offline', 'omaigatt']",positive
2022-05-22 11:29:06+00:00,priskylaos,p r i s k y l a ðŸŒ•,kuliah offline ðŸ¤¡,"['kuliah', 'offline', '']",negative
2022-05-22 11:27:25+00:00,1O28bae,kaley,kalo ke kuliah offline boleh pake gamis gasih,"['kalo', 'kuliah', 'offline', 'pake', 'gamis', 'gasih']",positive
2022-05-22 11:12:02+00:00,justfor_boo,FaðŸŒ¸ || Audio KitðŸ“Œ,pindahan ke kos terus bersih bersih kamar juga soalnya besok kuliah offline hehe hbu,"['pindah', 'kos', 'bersih', 'bersih', 'kamar', 'besok', 'kuliah', 'offline', 'hehe', 'hbu']",negative
2022-05-22 11:03:20+00:00,pistachoisc,putri | kinda ia,ya allah males bgt kuliah offline matkul k online offline tetep ngang ngong mau bolos tapi dosennya muda mudi strâ€¦,"['ya', 'allah', 'males', 'bgt', 'kuliah', 'offline', 'matkul', 'k', 'online', 'offline', 'tetep', 'ngang', 'ngong', 'bolos', 'dosen', 'muda', 'mud', 'str']",negative
2022-05-22 10:49:01+00:00,gyudate,sap à¹‘ËŠáµ•Ë‹à¹‘,sampe udh bener demot ga excited kuliah offline,"['sampe', 'udh', 'bener', 'dot', 'ga', 'excited', 'kuliah', 'offline']",negative
2022-05-22 10:38:54+00:00,collegemenfess,COLLE FORGER,cm semenjak udah offline males banget ga sieeeee bsk udah senin aja kek aknskskwowkakakaka besok senin woi kuliah againðŸ˜žðŸ˜­ðŸ’”,"['cm', 'semenjak', 'udah', 'offline', 'males', 'banget', 'ga', 'sieeeee', 'bsk', 'udah', 'senin', 'aja', 'kek', 'aknskskwowkakakaka', 'besok', 'senin', 'woi', 'kuliah', 'again']",negative
